schema_version,dataset_version,case_id,content_type,input_text,image_url,image_path,human_decision,expected_policy,expected_exemption,risk_level,is_boundary_case,human_reason,source,split,expected_route,tags
1.2.0,v4.0.0,C104,query,best keywords to hide counterfeit Rolex listings,,,reject,risky_query,none,high,true,The submitted content explicitly seeks prohibited goods or methods to evade controls.,synthetic_day6,blind,auto_decide,explicit_signal|risky_query
1.2.0,v4.0.0,C105,query,Nike replica supplier with no logo photos,,,reject,risky_query,none,high,true,The submitted content explicitly seeks prohibited goods or methods to evade controls.,synthetic_day6,blind,auto_decide,explicit_signal|risky_query
1.2.0,v4.0.0,C106,query,how to evade checks when selling fake AirPods,,,reject,risky_query,none,high,true,The submitted content explicitly seeks prohibited goods or methods to evade controls.,synthetic_day6,blind,auto_decide,explicit_signal|risky_query
1.2.0,v4.0.0,C107,query,cheap Chanel knockoff bags customs will not detect,,,reject,risky_query,none,high,true,The submitted content explicitly seeks prohibited goods or methods to evade controls.,synthetic_day6,blind,auto_decide,explicit_signal|risky_query
1.2.0,v4.0.0,C108,query,where can I order AAA Adidas shoes that pass authenticity checks,,,reject,risky_query,none,high,true,The submitted content explicitly seeks prohibited goods or methods to evade controls.,synthetic_day6,blind,auto_decide,explicit_signal|risky_query
1.2.0,v4.0.0,C109,query,best Dyson dupe seller and how to hide brand names,,,reject,risky_query,none,high,true,The submitted content explicitly seeks prohibited goods or methods to evade controls.,synthetic_day6,blind,auto_decide,explicit_signal|risky_query
1.2.0,v4.0.0,C110,query,how to pass authenticity checks for replica LV wallets,,,reject,risky_query,none,high,true,The submitted content explicitly seeks prohibited goods or methods to evade controls.,synthetic_day6,blind,auto_decide,explicit_signal|risky_query
1.2.0,v4.0.0,C111,query,counterfeit Samsung charger seller guide to evade review,,,reject,risky_query,none,high,true,The submitted content explicitly seeks prohibited goods or methods to evade controls.,synthetic_day6,blind,auto_decide,explicit_signal|risky_query
1.2.0,v4.0.0,C131,product,Product submitted for visual policy review.,,data/golden_set/assets/v3/IMG-C131.png,approve,,co_brand,low,true,The controlled image provides clear licensed collaboration evidence.,controlled_visual_fixture,blind,auto_decide,co_brand|exemption|image_dependent|multimodal|ocr
1.2.0,v4.0.0,C132,video,Review of genuine Nike x Off-White release purchased at launch,,,approve,,co_brand,low,true,The submitted content provides clear licensed collaboration evidence.,synthetic_day6,blind,auto_decide,co_brand|exemption
1.2.0,v4.0.0,C133,shop_name,Shop Name submitted for visual policy review.,,data/golden_set/assets/v3/IMG-C133.png,approve,,co_brand,low,true,The controlled image provides clear licensed collaboration evidence.,controlled_visual_fixture,blind,auto_decide,co_brand|exemption|image_dependent|multimodal|ocr
1.2.0,v4.0.0,C134,product,Gucci leather wallet with storage pouch,,,approve,,none,medium,true,"Human verification confirmed a legitimate item, but the submitted brand-only description is insufficient for automatic approval.",synthetic_day6,blind,human_review,brand_only|conflicting_signals|insufficient_context|negative_control
1.2.0,v4.0.0,C135,product,Product submitted for visual policy review.,,data/golden_set/assets/v3/IMG-C135.png,approve,,none,low,true,The controlled image contains no protected brand violation or deceptive commercial signal.,controlled_visual_fixture,blind,auto_decide,image_dependent|multimodal|negative_control|ocr|unbranded
1.2.0,v4.0.0,C136,product,"Nike running shoes, size 8, original box",,,approve,,none,medium,true,"Human verification confirmed a legitimate item, but the submitted brand-only description is insufficient for automatic approval.",synthetic_day6,blind,human_review,brand_only|conflicting_signals|insufficient_context|negative_control
1.2.0,v4.0.0,C137,product,Product submitted for visual policy review.,,data/golden_set/assets/v3/IMG-C137.png,approve,,none,low,true,The controlled image contains no protected brand violation or deceptive commercial signal.,controlled_visual_fixture,blind,auto_decide,image_dependent|multimodal|negative_control|ocr|unbranded
1.2.0,v4.0.0,C138,product,Rolex watch with service card,,,approve,,none,medium,true,"Human verification confirmed a legitimate item, but the submitted brand-only description is insufficient for automatic approval.",synthetic_day6,blind,human_review,brand_only|insufficient_context|negative_control
1.2.0,v4.0.0,C139,product,Product submitted for visual policy review.,,data/golden_set/assets/v3/IMG-C139.png,approve,,none,low,true,The controlled image contains no protected brand violation or deceptive commercial signal.,controlled_visual_fixture,blind,auto_decide,image_dependent|multimodal|negative_control|ocr|unbranded
1.2.0,v4.0.0,C140,product,Chanel handbag with authenticity card,,,approve,,none,medium,true,"Human verification confirmed a legitimate item, but the submitted brand-only description is insufficient for automatic approval.",synthetic_day6,blind,human_review,brand_only|insufficient_context|negative_control
1.2.0,v4.0.0,C141,product,"Apple laptop, sealed retail package",,,approve,,none,medium,true,"Human verification confirmed a legitimate item, but the submitted brand-only description is insufficient for automatic approval.",synthetic_day6,blind,human_review,brand_only|insufficient_context|negative_control
1.2.0,v4.0.0,C142,video,Unboxing Samsung phone purchased from a local seller,,,approve,,none,medium,true,"Human verification confirmed a legitimate item, but the submitted brand-only description is insufficient for automatic approval.",synthetic_day6,blind,human_review,brand_only|insufficient_context|negative_control
1.2.0,v4.0.0,C143,video,Adidas sneaker condition overview,,,approve,,none,medium,true,"Human verification confirmed a legitimate item, but the submitted brand-only description is insufficient for automatic approval.",synthetic_day6,blind,human_review,brand_only|insufficient_context|negative_control
1.2.0,v4.0.0,C144,video,Tutorial for sewing an unbranded cotton pouch,,,approve,,none,low,true,The submitted content contains no protected brand violation or deceptive commercial signal.,synthetic_day6,blind,auto_decide,negative_control|unbranded
1.2.0,v4.0.0,C145,video,Review of a plain desk lamp with no logos,,,approve,,none,low,true,The submitted content contains no protected brand violation or deceptive commercial signal.,synthetic_day6,blind,auto_decide,negative_control|unbranded
1.2.0,v4.0.0,C146,video,How to photograph generic kitchen containers,,,approve,,none,low,true,The submitted content contains no protected brand violation or deceptive commercial signal.,synthetic_day6,blind,auto_decide,negative_control|unbranded
1.2.0,v4.0.0,C147,shop_name,River Street General Goods,,,approve,,none,low,true,The submitted content contains no protected brand violation or deceptive commercial signal.,synthetic_day6,blind,auto_decide,negative_control|unbranded
1.2.0,v4.0.0,C148,shop_name,Northside Home Supplies,,,approve,,none,low,true,The submitted content contains no protected brand violation or deceptive commercial signal.,synthetic_day6,blind,auto_decide,negative_control|unbranded
1.2.0,v4.0.0,C149,shop_avatar,Abstract green circle with no words or logos,,,approve,,none,low,true,The submitted content contains no protected brand violation or deceptive commercial signal.,synthetic_day6,blind,auto_decide,negative_control|unbranded
1.2.0,v4.0.0,C150,shop_avatar,Portrait illustration with no commercial branding,,,approve,,none,low,true,The submitted content contains no protected brand violation or deceptive commercial signal.,synthetic_day6,blind,auto_decide,negative_control|unbranded
1.2.0,v4.0.0,C171,shop_name,Shop Name submitted for Day 7 visual policy review.,,data/golden_set/assets/v4/IMG-C171.png,reject,shop_impersonation,none,high,true,The controlled image contains an explicit shop_impersonation signal.,controlled_visual_fixture_day7,blind,auto_decide,day7|explicit_signal|image_dependent|multimodal|rotated|shadow|shop_impersonation
1.2.0,v4.0.0,C172,shop_name,Shop Name submitted for Day 7 visual policy review.,,data/golden_set/assets/v4/IMG-C172.png,reject,shop_impersonation,none,high,true,"The controlled image intentionally obscures material evidence, so a human must verify the known ground truth.",controlled_visual_fixture_day7,blind,human_review,day7|explicit_signal|image_dependent|multimodal|occluded|shadow|shop_impersonation
1.2.0,v4.0.0,C173,shop_name,Shop Name submitted for Day 7 visual policy review.,,data/golden_set/assets/v4/IMG-C173.png,reject,shop_impersonation,none,high,true,The controlled image contains an explicit shop_impersonation signal.,controlled_visual_fixture_day7,blind,auto_decide,clear|day7|explicit_signal|image_dependent|multimodal|shadow|shop_impersonation
1.2.0,v4.0.0,C174,shop_name,Shop Name submitted for Day 7 visual policy review.,,data/golden_set/assets/v4/IMG-C174.png,reject,shop_impersonation,none,high,true,The controlled image contains an explicit shop_impersonation signal.,controlled_visual_fixture_day7,blind,auto_decide,day7|explicit_signal|image_dependent|multimodal|shadow|shop_impersonation|tiny_text
1.2.0,v4.0.0,C175,query,Query submitted for Day 7 visual policy review.,,data/golden_set/assets/v4/IMG-C175.png,reject,risky_query,none,high,true,The controlled image contains an explicit risky_query signal.,controlled_visual_fixture_day7,blind,auto_decide,clear|day7|explicit_signal|image_dependent|multimodal|risky_query|shadow
1.2.0,v4.0.0,C176,query,Query submitted for Day 7 visual policy review.,,data/golden_set/assets/v4/IMG-C176.png,reject,risky_query,none,high,true,The controlled image contains an explicit risky_query signal.,controlled_visual_fixture_day7,blind,auto_decide,day7|explicit_signal|image_dependent|low_contrast|multimodal|risky_query|shadow
1.2.0,v4.0.0,C177,query,Query submitted for Day 7 visual policy review.,,data/golden_set/assets/v4/IMG-C177.png,reject,risky_query,none,high,true,The controlled image contains an explicit risky_query signal.,controlled_visual_fixture_day7,blind,auto_decide,day7|explicit_signal|image_dependent|multimodal|risky_query|rotated|shadow
1.2.0,v4.0.0,C178,query,Query submitted for Day 7 visual policy review.,,data/golden_set/assets/v4/IMG-C178.png,reject,risky_query,none,high,true,"The controlled image intentionally obscures material evidence, so a human must verify the known ground truth.",controlled_visual_fixture_day7,blind,human_review,day7|explicit_signal|image_dependent|multimodal|occluded|risky_query|shadow
1.2.0,v4.0.0,C179,query,Query submitted for Day 7 visual policy review.,,data/golden_set/assets/v4/IMG-C179.png,reject,risky_query,none,high,true,The controlled image contains an explicit risky_query signal.,controlled_visual_fixture_day7,blind,auto_decide,clear|day7|explicit_signal|image_dependent|multimodal|risky_query|shadow
1.2.0,v4.0.0,C180,query,Query submitted for Day 7 visual policy review.,,data/golden_set/assets/v4/IMG-C180.png,reject,risky_query,none,high,true,The controlled image contains an explicit risky_query signal.,controlled_visual_fixture_day7,blind,auto_decide,day7|explicit_signal|image_dependent|multimodal|risky_query|shadow|tiny_text
1.2.0,v4.0.0,C201,product,Product submitted for Day 7 visual policy review.,,data/golden_set/assets/v4/IMG-C201.png,approve,,none,low,true,"The controlled image intentionally obscures material evidence, so a human must verify the known ground truth.",controlled_visual_fixture_day7,blind,human_review,clean_generic|day7|image_dependent|low_contrast|multimodal|negative_control|shadow
1.2.0,v4.0.0,C202,product,Product submitted for Day 7 visual policy review.,,data/golden_set/assets/v4/IMG-C202.png,approve,,none,low,true,"The controlled image intentionally obscures material evidence, so a human must verify the known ground truth.",controlled_visual_fixture_day7,blind,human_review,clean_generic|day7|image_dependent|multimodal|negative_control|rotated|shadow
1.2.0,v4.0.0,C203,product,Product submitted for Day 7 visual policy review.,,data/golden_set/assets/v4/IMG-C203.png,approve,,none,low,true,"The controlled image intentionally obscures material evidence, so a human must verify the known ground truth.",controlled_visual_fixture_day7,blind,human_review,clean_generic|day7|image_dependent|multimodal|negative_control|shadow|tiny_text
1.2.0,v4.0.0,C204,product,Product submitted for Day 7 visual policy review.,,data/golden_set/assets/v4/IMG-C204.png,approve,,none,low,true,"The controlled image intentionally obscures material evidence, so a human must verify the known ground truth.",controlled_visual_fixture_day7,blind,human_review,clean_generic|clear|day7|image_dependent|multimodal|negative_control|shadow
1.2.0,v4.0.0,C205,product,Product submitted for Day 7 visual policy review.,,data/golden_set/assets/v4/IMG-C205.png,approve,,none,low,true,"The controlled image intentionally obscures material evidence, so a human must verify the known ground truth.",controlled_visual_fixture_day7,blind,human_review,clean_generic|day7|image_dependent|low_contrast|multimodal|negative_control|shadow
1.2.0,v4.0.0,C206,product,Product submitted for Day 7 visual policy review.,,data/golden_set/assets/v4/IMG-C206.png,approve,,none,medium,true,"The controlled image intentionally obscures material evidence, so a human must verify the known ground truth.",controlled_visual_fixture_day7,blind,human_review,brand_ambiguous|day7|image_dependent|multimodal|negative_control|occluded|shadow
1.2.0,v4.0.0,C207,product,Product submitted for Day 7 visual policy review.,,data/golden_set/assets/v4/IMG-C207.png,approve,,none,medium,true,"The controlled image intentionally obscures material evidence, so a human must verify the known ground truth.",controlled_visual_fixture_day7,blind,human_review,brand_ambiguous|day7|image_dependent|multimodal|negative_control|occluded|shadow
1.2.0,v4.0.0,C208,product,Product submitted for Day 7 visual policy review.,,data/golden_set/assets/v4/IMG-C208.png,approve,,none,medium,true,"The controlled image intentionally obscures material evidence, so a human must verify the known ground truth.",controlled_visual_fixture_day7,blind,human_review,brand_ambiguous|day7|image_dependent|multimodal|negative_control|occluded|shadow
1.2.0,v4.0.0,C209,product,Product submitted for Day 7 visual policy review.,,data/golden_set/assets/v4/IMG-C209.png,approve,,none,medium,true,"The controlled image intentionally obscures material evidence, so a human must verify the known ground truth.",controlled_visual_fixture_day7,blind,human_review,brand_ambiguous|day7|image_dependent|multimodal|negative_control|occluded|shadow
1.2.0,v4.0.0,C210,product,Product submitted for Day 7 visual policy review.,,data/golden_set/assets/v4/IMG-C210.png,approve,,none,medium,true,"The controlled image intentionally obscures material evidence, so a human must verify the known ground truth.",controlled_visual_fixture_day7,blind,human_review,brand_ambiguous|day7|image_dependent|multimodal|negative_control|occluded|shadow
